IDLOG,IDTRACKER,IDSTATUS,APLC_SEQ_NO,PROC_PGRS_SEQ_NO,APLC_STATUS,APLC_AUTH,DATA_CHNG_DTTM
13961,6941,30,12003348893,1,B/L Check,Approved,01/30/2023 14:09
13962,6941,40,12003348893,1,Application Check,Approved,01/30/2023 14:28
13963,6941,50,12003348893,1,Merchant Analyst,Approved,02/01/2023 11:23
13964,6941,61,12003348893,1,Member Bank Apprval 1,Approved,02/07/2023 10:22
13965,6941,70,12003348893,1,Approval Completed,Approved,02/06/2023 8:48
13966,6941,61,12003348893,2,Member Bank Apprval 1,Approved,02/07/2023 10:17
13967,6941,70,12003348893,2,Approval Completed,Approved,02/07/2023 10:17
13968,6941,61,12003348893,3,Member Bank Apprval 1,Approved,02/06/2023 8:48
13969,6941,70,12003348893,3,Approval Completed,Approved,02/07/2023 10:21
13970,6941,70,12003348893,4,Approval Completed,Approved,02/07/2023 10:22
13971,6942,10,12003348897,1,DOC Registration,Approved,01/29/2023 21:06
13972,6942,15,12003348897,1,Quality Assurance (QAM),Approved,01/30/2023 8:58
13973,6942,20,12003348897,1,Data Entry,Approved,01/30/2023 13:43
13974,6942,30,12003348897,1,B/L Check,Approved,01/30/2023 13:43
13975,6942,40,12003348897,1,Application Check,Approved,01/30/2023 14:00
13976,6942,50,12003348897,1,Merchant Analyst,Approved,01/30/2023 16:32
13977,6942,61,12003348897,1,Member Bank Apprval 1,Approved,02/06/2023 15:15
13978,6942,70,12003348897,1,Approval Completed,Approved,02/09/2023 22:44
23143,7620,10,12003827793,1,DOC Registration,Approved,02/14/2023 17:23
23144,7620,15,12003827793,1,Quality Assurance (QAM),Approved,02/14/2023 18:29
23145,7620,20,12003827793,1,Data Entry,Approved,02/15/2023 7:44
23146,7620,30,12003827793,1,B/L Check,Approved,02/15/2023 7:44
23147,7620,40,12003827793,1,Application Check,Approved,02/15/2023 13:55
23148,7620,50,12003827793,1,Merchant Analyst,Approved,02/16/2023 9:56
23149,7620,61,12003827793,1,Member Bank Apprval 1,Approved,03/10/2023 22:23
23150,7620,70,12003827793,1,Approval Completed,Approved,02/20/2023 9:00
23151,7620,61,12003827793,2,Member Bank Apprval 1,Approved,03/11/2023 0:55
23152,7620,70,12003827793,2,Approval Completed,Approved,03/10/2023 20:50
23153,7620,61,12003827793,3,Member Bank Apprval 1,Approved,02/20/2023 9:00
23154,7620,70,12003827793,3,Approval Completed,Approved,03/10/2023 22:23
23155,7620,70,12003827793,4,Approval Completed,Approved,03/11/2023 0:55
23156,7621,10,12003827795,1,DOC Registration,Approved,02/14/2023 17:27
23157,7621,15,12003827795,1,Quality Assurance (QAM),Approved,02/14/2023 18:30
23158,7621,20,12003827795,1,Data Entry,Returned,02/15/2023 7:50
23159,7621,30,12003827795,1,B/L Check,Approved,02/16/2023 11:29
23160,7621,40,12003827795,1,Application Check,Returned,02/16/2023 11:33
23161,7621,50,12003827795,1,Merchant Analyst,Approved,02/17/2023 12:05
23162,7621,61,12003827795,1,Member Bank Apprval 1,Approved,03/10/2023 22:23
23163,7621,70,12003827795,1,Approval Completed,Approved,02/20/2023 9:00
23164,7621,10,12003827795,2,DOC Registration,Approved,02/15/2023 16:27
23165,7621,15,12003827795,2,Quality Assurance (QAM),Approved,02/15/2023 18:17
23166,7621,20,12003827795,2,Data Entry,Approved,02/16/2023 11:29
23167,7621,30,12003827795,2,B/L Check,Approved,02/16/2023 11:40
23168,7621,40,12003827795,2,Application Check,Approved,02/16/2023 15:04
23169,7621,61,12003827795,2,Member Bank Apprval 1,Approved,03/11/2023 0:55
23170,7621,70,12003827795,2,Approval Completed,Approved,03/10/2023 20:50
23171,7621,20,12003827795,3,Data Entry,Approved,02/16/2023 11:40
23172,7621,61,12003827795,3,Member Bank Apprval 1,Approved,02/20/2023 9:00
23173,7621,70,12003827795,3,Approval Completed,Approved,03/10/2023 22:23
23174,7621,70,12003827795,4,Approval Completed,Approved,03/11/2023 0:55
23175,7622,10,12003827797,1,DOC Registration,Approved,02/14/2023 17:29
23176,7622,15,12003827797,1,Quality Assurance (QAM),Approved,02/14/2023 18:31
23177,7622,20,12003827797,1,Data Entry,Returned,02/15/2023 7:48
23178,7622,30,12003827797,1,B/L Check,Approved,02/16/2023 7:17
23179,7622,40,12003827797,1,Application Check,Returned,02/16/2023 8:15
23180,7622,50,12003827797,1,Merchant Analyst,Approved,02/17/2023 11:14
23181,7622,61,12003827797,1,Member Bank Apprval 1,Approved,03/10/2023 22:23
24763,7633,70,12003827820,3,Approval Completed,Approved,03/10/2023 22:23
24764,7633,70,12003827820,4,Approval Completed,Approved,03/11/2023 0:55
24765,7634,10,12003847562,1,DOC Registration,Approved,02/15/2023 9:09
24766,7634,15,12003847562,1,Quality Assurance (QAM),Approved,02/15/2023 9:33
24767,7634,20,12003847562,1,Data Entry,Returned,02/15/2023 14:43
24768,7634,30,12003847562,1,B/L Check,Approved,02/16/2023 11:49
24769,7634,40,12003847562,1,Application Check,Approved,02/16/2023 18:32
24770,7634,50,12003847562,1,Merchant Analyst,Approved,02/18/2023 15:16
24771,7634,61,12003847562,1,Member Bank Apprval 1,Approved,02/23/2023 14:50
24772,7634,70,12003847562,1,Approval Completed,Approved,02/28/2023 15:50
24773,7634,10,12003847562,2,DOC Registration,Approved,02/16/2023 9:15
24774,7634,15,12003847562,2,Quality Assurance (QAM),Approved,02/16/2023 9:49
24775,7634,20,12003847562,2,Data Entry,Approved,02/16/2023 11:49
24776,7634,61,12003847562,2,Member Bank Apprval 1,Approved,02/23/2023 14:33
24777,7634,70,12003847562,2,Approval Completed,Approved,02/28/2023 15:50
24778,7634,61,12003847562,3,Member Bank Apprval 1,Approved,02/20/2023 8:53
24779,7634,70,12003847562,3,Approval Completed,Approved,02/28/2023 15:50
24780,7634,70,12003847562,4,Approval Completed,Approved,02/28/2023 15:50
24781,7634,70,12003847562,5,Approval Completed,,02/28/2023 15:50
24782,7635,10,12003848746,1,DOC Registration,Approved,02/15/2023 10:16
24783,7635,15,12003848746,1,Quality Assurance (QAM),Approved,02/15/2023 10:33
24784,7635,20,12003848746,1,Data Entry,Approved,02/15/2023 12:49
24785,7635,30,12003848746,1,B/L Check,Approved,02/15/2023 12:49
24786,7635,40,12003848746,1,Application Check,Approved,02/15/2023 14:02
24787,7635,50,12003848746,1,Merchant Analyst,Approved,02/16/2023 14:49
24788,7635,61,12003848746,1,Member Bank Apprval 1,Approved,02/18/2023 11:05
24789,7635,70,12003848746,1,Approval Completed,Approved,02/21/2023 16:20
24790,7635,70,12003848746,2,Approval Completed,,02/21/2023 16:20
24791,7636,10,12003848761,1,DOC Registration,Approved,02/15/2023 10:49
24792,7636,15,12003848761,1,Quality Assurance (QAM),Approved,02/15/2023 13:27
24793,7636,20,12003848761,1,Data Entry,Approved,02/16/2023 7:52
24794,7636,30,12003848761,1,B/L Check,Approved,02/16/2023 7:52
24795,7636,40,12003848761,1,Application Check,Approved,02/16/2023 9:01
24796,7636,50,12003848761,1,Merchant Analyst,Approved,02/17/2023 10:32
24797,7636,61,12003848761,1,Member Bank Apprval 1,Approved,02/17/2023 16:01
24798,7636,70,12003848761,1,Approval Completed,Approved,02/17/2023 16:01
24799,7638,10,12003850090,1,DOC Registration,Approved,02/15/2023 13:44
24800,7638,15,12003850090,1,Quality Assurance (QAM),Approved,02/15/2023 16:05
24801,7638,20,12003850090,1,Data Entry,Approved,02/16/2023 7:40
24802,7638,30,12003850090,1,B/L Check,Approved,02/16/2023 7:40
24803,7638,40,12003850090,1,Application Check,Approved,02/16/2023 9:48
24804,7638,50,12003850090,1,Merchant Analyst,Approved,02/16/2023 16:36
24805,7638,61,12003850090,1,Member Bank Apprval 1,Approved,02/17/2023 10:53
24806,7638,70,12003850090,1,Approval Completed,Approved,02/20/2023 21:41
24807,7638,70,12003850090,2,Approval Completed,,02/20/2023 21:41
24808,7639,10,12003851944,1,DOC Registration,Approved,02/15/2023 13:51
24809,7639,15,12003851944,1,Quality Assurance (QAM),Approved,02/15/2023 16:05
24810,7639,20,12003851944,1,Data Entry,Approved,02/16/2023 7:20
24811,7639,30,12003851944,1,B/L Check,Approved,02/16/2023 7:20
24812,7639,40,12003851944,1,Application Check,Approved,02/16/2023 8:35
24813,7639,50,12003851944,1,Merchant Analyst,Returned,02/16/2023 16:14
24814,7639,61,12003851944,1,Member Bank Apprval 1,Approved,02/17/2023 10:54
24815,7639,70,12003851944,1,Approval Completed,Approved,02/25/2023 17:21
24816,7639,20,12003851944,2,Data Entry,Approved,02/16/2023 16:38
24817,7639,30,12003851944,2,B/L Check,Approved,02/16/2023 16:38
24818,7639,40,12003851944,2,Application Check,Approved,02/16/2023 17:37
24819,7639,50,12003851944,2,Merchant Analyst,Approved,02/17/2023 8:52
24820,7639,70,12003851944,2,Approval Completed,,02/25/2023 17:21
24821,7640,10,12003852062,1,DOC Registration,Approved,02/15/2023 14:56
24822,7640,15,12003852062,1,Quality Assurance (QAM),Approved,02/15/2023 15:12
35997,8752,70,Y0000034867,1,Approval Completed,,03/13/2023 17:21
35998,8753,70,Y0000034868,1,Approval Completed,,03/13/2023 17:21
35999,8754,70,Y0000034870,1,Approval Completed,,03/13/2023 17:21
36000,8755,70,Y0000034880,1,Approval Completed,,03/13/2023 17:21
36001,8756,70,Y0000034892,1,Approval Completed,,03/13/2023 17:21
36002,8760,70,Y0000034934,1,Approval Completed,,03/13/2023 17:21
36003,8757,70,Y0000034902,1,Approval Completed,Approved,03/17/2023 21:54
36004,8757,70,Y0000034902,2,Approval Completed,,03/17/2023 21:54
36005,8758,70,Y0000034912,1,Approval Completed,,03/13/2023 17:21
36006,8759,70,Y0000034922,1,Approval Completed,,03/13/2023 17:21
36007,8761,70,Y0000034950,1,Approval Completed,,03/13/2023 17:21
36008,8762,70,Y0000034960,1,Approval Completed,,03/13/2023 17:21
36009,8763,70,Y0000034971,1,Approval Completed,,03/13/2023 17:21
36010,8764,70,Y0000034979,1,Approval Completed,,03/13/2023 17:21
36011,8765,70,Y0000034980,1,Approval Completed,,03/13/2023 17:21
36012,8767,70,Y0000036740,1,Approval Completed,Approved,03/17/2023 21:18
36013,8767,70,Y0000036740,2,Approval Completed,,03/17/2023 21:18
36014,8270,10,12004390267,1,DOC Registration,Approved,03/08/2023 16:58
36015,8270,15,12004390267,1,Quality Assurance (QAM),Approved,03/08/2023 16:58
36016,8270,20,12004390267,1,Data Entry,Approved,03/09/2023 9:26
36017,8270,30,12004390267,1,B/L Check,Approved,03/09/2023 9:26
36018,8270,40,12004390267,1,Application Check,Approved,03/09/2023 9:38
36019,8270,61,12004390267,1,Member Bank Apprval 1,Approved,03/09/2023 12:50
36020,8270,70,12004390267,1,Approval Completed,Approved,03/13/2023 19:54
36021,8270,70,12004390267,2,Approval Completed,,03/13/2023 19:54
36022,8293,10,12004416902,1,DOC Registration,Approved,03/09/2023 15:27
36023,8293,15,12004416902,1,Quality Assurance (QAM),Approved,03/09/2023 15:42
36024,8293,20,12004416902,1,Data Entry,Approved,03/10/2023 6:46
36025,8293,30,12004416902,1,B/L Check,Approved,03/10/2023 6:46
36026,8293,40,12004416902,1,Application Check,Approved,03/10/2023 6:54
36027,8293,50,12004416902,1,Merchant Analyst,Approved,03/10/2023 11:47
36028,8293,61,12004416902,1,Member Bank Apprval 1,Approved,03/13/2023 16:25
36029,8293,70,12004416902,1,Approval Completed,Approved,03/15/2023 20:03
36030,8293,70,12004416902,2,Approval Completed,,03/15/2023 20:03
36031,8294,10,12004416917,1,DOC Registration,Approved,03/09/2023 15:40
36032,8294,15,12004416917,1,Quality Assurance (QAM),Approved,03/09/2023 15:40
36033,8294,20,12004416917,1,Data Entry,Approved,03/09/2023 16:57
36034,8294,30,12004416917,1,B/L Check,Approved,03/09/2023 16:57
36035,8294,40,12004416917,1,Application Check,Returned,03/09/2023 17:02
36036,8294,61,12004416917,1,Member Bank Apprval 1,Approved,03/09/2023 18:31
34421,8131,40,12004270726,1,Application Check,Approved,03/06/2023 13:22
34422,8131,61,12004270726,1,Member Bank Apprval 1,Approved,03/06/2023 16:52
34423,8131,70,12004270726,1,Approval Completed,Approved,03/12/2023 16:46
34424,8131,70,12004270726,2,Approval Completed,,03/12/2023 16:46
34425,8133,10,12004270728,1,DOC Registration,Approved,03/03/2023 22:51
34426,8133,15,12004270728,1,Quality Assurance (QAM),Approved,03/03/2023 22:51
34427,8133,20,12004270728,1,Data Entry,Approved,03/06/2023 10:38
34428,8133,30,12004270728,1,B/L Check,Approved,03/06/2023 10:38
34429,8133,40,12004270728,1,Application Check,Approved,03/06/2023 18:26
34430,8133,61,12004270728,1,Member Bank Apprval 1,Approved,03/07/2023 15:08
34431,8133,70,12004270728,1,Approval Completed,Approved,03/07/2023 15:08
34432,8134,10,12004270729,1,DOC Registration,Approved,03/03/2023 22:53
34433,8134,15,12004270729,1,Quality Assurance (QAM),Approved,03/03/2023 22:53
34434,8134,20,12004270729,1,Data Entry,Approved,03/06/2023 10:10
34435,8134,30,12004270729,1,B/L Check,Approved,03/06/2023 10:10
34436,8134,40,12004270729,1,Application Check,Approved,03/06/2023 10:13
34437,8134,61,12004270729,1,Member Bank Apprval 1,Approved,03/06/2023 16:52
34438,8134,70,12004270729,1,Approval Completed,Approved,03/06/2023 16:52
34439,8135,10,12004270730,1,DOC Registration,Approved,03/03/2023 22:56
34440,8135,15,12004270730,1,Quality Assurance (QAM),Approved,03/03/2023 22:56
34441,8135,20,12004270730,1,Data Entry,Approved,03/06/2023 8:13
34442,8135,30,12004270730,1,B/L Check,Approved,03/06/2023 8:13
34443,8135,40,12004270730,1,Application Check,Returned,03/06/2023 10:26
34444,8135,61,12004270730,1,Member Bank Apprval 1,Approved,03/06/2023 16:52
34445,8135,70,12004270730,1,Approval Completed,Approved,03/06/2023 16:52
34446,8135,20,12004270730,2,Data Entry,Approved,03/06/2023 11:47
34447,8135,30,12004270730,2,B/L Check,Approved,03/06/2023 11:47
34448,8135,40,12004270730,2,Application Check,Approved,03/06/2023 12:05
34449,8136,10,12004270731,1,DOC Registration,Approved,03/03/2023 22:58
34450,8136,15,12004270731,1,Quality Assurance (QAM),Approved,03/03/2023 22:58
34451,8136,20,12004270731,1,Data Entry,Approved,03/06/2023 11:48
34452,8136,30,12004270731,1,B/L Check,Approved,03/06/2023 11:48
34453,8136,40,12004270731,1,Application Check,Approved,03/06/2023 17:23
34454,8136,61,12004270731,1,Member Bank Apprval 1,Approved,03/06/2023 18:00
34455,8136,70,12004270731,1,Approval Completed,Approved,03/15/2023 19:51
34456,8136,70,12004270731,2,Approval Completed,,03/15/2023 19:51
34457,8137,10,12004270732,1,DOC Registration,Approved,03/03/2023 23:01
34458,8137,15,12004270732,1,Quality Assurance (QAM),Approved,03/03/2023 23:01
34459,8137,20,12004270732,1,Data Entry,Approved,03/06/2023 7:28
34460,8137,30,12004270732,1,B/L Check,Approved,03/06/2023 7:28
34461,8137,40,12004270732,1,Application Check,Approved,03/06/2023 18:26
34462,8137,61,12004270732,1,Member Bank Apprval 1,Approved,03/07/2023 15:08
34463,8137,70,12004270732,1,Approval Completed,Approved,03/11/2023 20:42
34464,8137,70,12004270732,2,Approval Completed,,03/11/2023 20:42
34465,8138,10,12004270733,1,DOC Registration,Approved,03/03/2023 23:03
34466,8138,15,12004270733,1,Quality Assurance (QAM),Approved,03/03/2023 23:03
34467,8138,20,12004270733,1,Data Entry,Approved,03/06/2023 11:48
34468,8138,30,12004270733,1,B/L Check,Approved,03/06/2023 11:48
34469,8138,40,12004270733,1,Application Check,Returned,03/06/2023 14:11
34470,8138,61,12004270733,1,Member Bank Apprval 1,Approved,03/06/2023 16:52
34471,8138,70,12004270733,1,Approval Completed,Approved,03/12/2023 0:14
34472,8138,20,12004270733,2,Data Entry,Approved,03/06/2023 16:38
34473,8138,30,12004270733,2,B/L Check,Approved,03/06/2023 16:38
34474,8138,40,12004270733,2,Application Check,Approved,03/06/2023 16:41
34475,8138,70,12004270733,2,Approval Completed,,03/12/2023 0:14
34476,8605,10,12004796310,1,DOC Registration,Approved,03/24/2023 7:56
34477,8605,15,12004796310,1,Quality Assurance (QAM),Approved,03/24/2023 7:56
34478,8605,20,12004796310,1,Data Entry,Approved,03/24/2023 9:06
34479,8605,30,12004796310,1,B/L Check,Approved,03/24/2023 9:06
34480,8605,40,12004796310,1,Application Check,Approved,03/24/2023 9:14
34481,8605,61,12004796310,1,Member Bank Apprval 1,Approved,03/24/2023 9:23
34482,8605,70,12004796310,1,Approval Completed,Approved,03/24/2023 9:23
36804,8328,61,12004505548,1,Member Bank Apprval 1,Approved,03/14/2023 12:12
36805,8328,70,12004505548,1,Approval Completed,Approved,03/17/2023 21:22
36806,8328,70,12004505548,2,Approval Completed,,03/17/2023 21:22
36807,8329,10,12004507595,1,DOC Registration,Approved,03/13/2023 10:22
36808,8329,15,12004507595,1,Quality Assurance (QAM),Approved,03/13/2023 10:58
36809,8329,20,12004507595,1,Data Entry,Approved,03/13/2023 13:49
36810,8329,30,12004507595,1,B/L Check,Approved,03/13/2023 13:49
36811,8329,40,12004507595,1,Application Check,Approved,03/13/2023 14:02
36812,8329,50,12004507595,1,Merchant Analyst,Approved,03/14/2023 13:28
36813,8329,61,12004507595,1,Member Bank Apprval 1,Approved,03/15/2023 14:26
36814,8329,70,12004507595,1,Approval Completed,Approved,03/16/2023 20:37
36815,8329,70,12004507595,2,Approval Completed,,03/16/2023 20:37
36816,8330,10,12004507658,1,DOC Registration,Approved,03/13/2023 11:00
36817,8330,15,12004507658,1,Quality Assurance (QAM),Approved,03/13/2023 11:23
36818,8330,20,12004507658,1,Data Entry,Approved,03/13/2023 13:43
36819,8330,30,12004507658,1,B/L Check,Approved,03/13/2023 13:43
36820,8330,40,12004507658,1,Application Check,Returned,03/13/2023 15:12
36821,8330,50,12004507658,1,Merchant Analyst,Returned,03/13/2023 17:30
36822,8330,61,12004507658,1,Member Bank Apprval 1,Approved,03/14/2023 17:17
36823,8330,62,12004507658,1,Member Bank Apprval 2,Approved,03/14/2023 17:58
36824,8330,70,12004507658,1,Approval Completed,Approved,03/14/2023 17:58
36825,8330,10,12004507658,2,DOC Registration,Approved,03/14/2023 9:54
36826,8330,15,12004507658,2,Quality Assurance (QAM),Approved,03/14/2023 11:04
36827,8330,20,12004507658,2,Data Entry,Approved,03/13/2023 15:13
36828,8330,30,12004507658,2,B/L Check,Approved,03/13/2023 15:13
36829,8330,40,12004507658,2,Application Check,Approved,03/13/2023 15:55
36830,8330,50,12004507658,2,Merchant Analyst,Returned,03/14/2023 11:51
36831,8330,20,12004507658,3,Data Entry,Approved,03/14/2023 11:29
36832,8330,30,12004507658,3,B/L Check,Approved,03/14/2023 11:29
36833,8330,40,12004507658,3,Application Check,Approved,03/14/2023 11:30
36834,8330,50,12004507658,3,Merchant Analyst,Approved,03/14/2023 15:18
36835,8330,20,12004507658,4,Data Entry,Approved,03/14/2023 11:55
36836,8330,30,12004507658,4,B/L Check,Approved,03/14/2023 11:55
36837,8330,40,12004507658,4,Application Check,Approved,03/14/2023 11:57
36838,8331,10,12004508453,1,DOC Registration,Approved,03/13/2023 11:34
36839,8331,15,12004508453,1,Quality Assurance (QAM),Approved,03/13/2023 11:41
36840,8331,20,12004508453,1,Data Entry,Approved,03/13/2023 13:22
36841,8331,30,12004508453,1,B/L Check,Approved,03/13/2023 13:22
36842,8331,40,12004508453,1,Application Check,Approved,03/13/2023 13:53
35227,8202,61,12004357812,1,Member Bank Apprval 1,Approved,03/07/2023 15:08
35228,8202,70,12004357812,1,Approval Completed,Approved,03/07/2023 15:08
35229,8203,10,12004357922,1,DOC Registration,Approved,03/07/2023 10:50
35230,8203,15,12004357922,1,Quality Assurance (QAM),Approved,03/07/2023 11:01
35231,8203,20,12004357922,1,Data Entry,Approved,03/07/2023 13:47
35232,8203,30,12004357922,1,B/L Check,Approved,03/07/2023 13:47
35233,8203,40,12004357922,1,Application Check,Approved,03/07/2023 14:38
35234,8203,50,12004357922,1,Merchant Analyst,Approved,03/08/2023 16:40
35235,8203,61,12004357922,1,Member Bank Apprval 1,Approved,03/09/2023 15:16
35236,8203,70,12004357922,1,Approval Completed,Approved,03/13/2023 19:55
35237,8203,70,12004357922,2,Approval Completed,,03/13/2023 19:55
35238,8204,10,12004357934,1,DOC Registration,Approved,03/07/2023 10:47
